,pm_id,title,abstract,publication_types,mesh_terms,substances
56,35667626,Post-stroke lateropulsion terminology: pushing for agreement among experts - PubMed,"Abstract
        
      


      
      Post-stroke lateropulsion is prevalent. The global inconsistency in terminology used to describe the condition presents obstacles in accurately comparing research results, reaching consensus on use of measurement tools, agreeing upon a consistent approach to rehabilitation, and translating research to clinical practice. Commencing in 2021, 20 international experts undertook a Delphi Process that aimed to compile clinical practice recommendations for the rehabilitation of lateropulsion. As a part of the process, the panel agreed to aim to reach consensus regarding terminology used to describe the condition. Improved understanding of the condition could lead to improved management, which will enhance patient outcomes after stroke and increase efficiency of healthcare resource utilisation. While consensus was not reached, the panel achieved some agreement that 'lateropulsion' is the preferred term to describe the phenomenon of 'active pushing of the body across the midline toward the more affected side, and / or actively resisting weight shift toward the less affected side'. This group recommends that 'lateropulsion'is used in future research and in clinical practice.
    



          Keywords:
        
      
      lateropulsion; pusher behaviour; pusher syndrome; stroke rehabilitation.",{'Letter': True},{},{}
57,35658469,"Ciltacabtagene Autoleucel, an Anti-B-cell Maturation Antigen Chimeric Antigen Receptor T-Cell Therapy, for Relapsed/Refractory Multiple Myeloma: CARTITUDE-1 2-Year Follow-Up - PubMed","Abstract
        
      



          Purpose:
        
      
      CARTITUDE-1, a phase Ib/II study evaluating the safety and efficacy of ciltacabtagene autoleucel (cilta-cel) in heavily pretreated patients with relapsed/refractory multiple myeloma, yielded early, deep, and durable responses at 12 months. Here, we present updated results 2 years after last patient in (median follow-up [MFU] approximately 28 months), including analyses of high-risk patient subgroups.
    


          Methods:
        
      
      Eligible patients had relapsed/refractory multiple myeloma, had received ≥ 3 prior lines of therapy or were double refractory to a proteasome inhibitor and immunomodulatory drug and had received prior proteasome inhibitor, immunomodulatory drug, and anti-CD38 therapy. Patients received a single cilta-cel infusion 5-7 days after lymphodepletion. Responses were assessed by an independent review committee.
    


          Results:
        
      
      At a MFU of 27.7 months (N = 97), the overall response rate was 97.9% (95% CI, 92.7 to 99.7); 82.5% (95% CI, 73.4 to 89.4) of patients achieved a stringent complete response. Median duration of response was not estimable. Median progression-free survival (PFS) and overall survival (OS) were not reached; 27-month PFS and OS rates were 54.9% (95% CI, 44.0 to 64.6) and 70.4% (95% CI, 60.1 to 78.6), respectively. Overall response rates were high across all subgroups (95.1%-100%). Duration of response, PFS, and/or OS were shorter in patients with high-risk cytogenetics, International Staging System stage III, high tumor burden, or plasmacytomas. The safety profile was manageable with no new cilta-cel-related cytokine release syndrome and one new case of parkinsonism (day 914 after cilta-cel) since the last report.
    


          Conclusion:
        
      
      At approximately 28 months MFU, patients treated with cilta-cel maintained deep and durable responses, observed in both standard and high-risk subgroups. The risk/benefit profile of cilta-cel remained favorable with longer follow-up.",{},{},{}
58,35666872,ZBP1 promotes inflammatory responses downstream of TLR3/TLR4 via timely delivery of RIPK1 to TRIF - PubMed,"Abstract
        
      


      
      SignificanceWhile ZBP1 is well documented to drive cell death in response to viruses, its role in the context of Toll-like receptor (TLR)-mediated immune activation remains less defined. Here, we show that ZBP1 promotes inflammation in response to bacterial lipopolysaccharide (LPS) or double-stranded RNA (dsRNA). In a dose dependent manner, ZBP1 promotes the recruitment of RIPK1 to the TLR3/4 adaptor TRIF, activating downstream inflammatory signaling. ZBP1 plays a crucial role in TRIF-dependent responses in vivo, as Zbp1-/- mice exhibited resistance to LPS-induced hypothermia and attenuated inflammatory responses to dsRNA. Our findings suggest that ZBP1 plays a synergistic role in the immune response by driving inflammation downstream of TLRs in response to bacterial and viral components.
    



          Keywords:
        
      
      RIPK1; ZBP1; endotoxic shock; inflammation.",{},"{'Adaptor Proteins, Vesicular Transport / metabolism': True, 'Animals': True, 'Inflammation / metabolism': True, 'Lipopolysaccharides / toxicity': True, 'Mice': True, 'RNA, Double-Stranded': True, 'RNA-Binding Proteins / metabolism': True, 'Receptor-Interacting Protein Serine-Threonine Kinases / genetics': True, 'Receptor-Interacting Protein Serine-Threonine Kinases / metabolism': True, 'Toll-Like Receptor 3* / metabolism': True, 'Toll-Like Receptor 4* / metabolism': True}","{'Adaptor Proteins, Vesicular Transport': True, 'Lipopolysaccharides': True, 'RNA, Double-Stranded': True, 'RNA-Binding Proteins': True, 'TLR3 protein, mouse': True, 'Tlr4 protein, mouse': True, 'Toll-Like Receptor 3': True, 'Toll-Like Receptor 4': True, 'Zbp1 protein, mouse': True, 'Receptor-Interacting Protein Serine-Threonine Kinases': True, 'Ripk1 protein, mouse': True}"
59,35658525,"Three-Year Follow-Up of KTE-X19 in Patients With Relapsed/Refractory Mantle Cell Lymphoma, Including High-Risk Subgroups, in the ZUMA-2 Study - PubMed","Abstract
        
      



          Purpose:
        
      
      Brexucabtagene autoleucel (KTE-X19) autologous anti-CD19 chimeric antigen receptor (CAR) T-cell therapy is approved for the treatment of relapsed/refractory mantle cell lymphoma (MCL). Outcomes after a 3-year follow-up in the pivotal ZUMA-2 study of KTE-X19 in relapsed/refractory MCL are reported, including for subgroups by prior therapy (bendamustine and type of Bruton tyrosine kinase inhibitor [BTKi]) or high-risk characteristics.
    


          Methods:
        
      
      Patients with relapsed/refractory MCL (one to five prior therapies, including prior BTKi exposure) received a single infusion of KTE-X19 (2 × 106 CAR T cells/kg).
    


          Results:
        
      
      After a median follow-up of 35.6 months, the objective response rate among all 68 treated patients was 91% (95% CI, 81.8 to 96.7) with 68% complete responses (95% CI, 55.2 to 78.5); medians for duration of response, progression-free survival, and overall survival were 28.2 months (95% CI, 13.5 to 47.1), 25.8 months (95% CI, 9.6 to 47.6), and 46.6 months (95% CI, 24.9 to not estimable), respectively. Post hoc analyses showed that objective response rates and ongoing response rates were consistent among prespecified subgroups by prior BTKi exposure or high-risk characteristics. In an exploratory analysis, patients with prior bendamustine benefited from KTE-X19, but showed a trend toward attenuated T-cell functionality, with more impact of bendamustine given within 6 versus 12 months of leukapheresis. Late-onset toxicities were infrequent; only 3% of treatment-emergent adverse events of interest in ZUMA-2 occurred during this longer follow-up period. Translational assessments revealed associations with long-term benefits of KTE-X19 including high-peak CAR T-cell expansion in responders and the predictive value of minimal residual disease for relapse.
    


          Conclusion:
        
      
      These data, representing the longest follow-up of CAR T-cell therapy in patients with MCL to date, suggest that KTE-X19 induced durable long-term responses with manageable safety in patients with relapsed/refractory MCL and may also benefit those with high-risk characteristics.",{},{},{}
60,35662396,Itaconate is a lysosomal inducer that promotes antibacterial innate immunity - PubMed,"Abstract
        
      


      
      Lysosomes are the main organelles in macrophages for killing invading bacteria. However, the precise mechanism underlying lysosomal biogenesis upon bacterial infection remains enigmatic. We demonstrate here that LPS stimulation increases IRG1-dependent itaconate production, which promotes lysosomal biogenesis by activating the transcription factor, TFEB. Mechanistically, itaconate directly alkylates human TFEB at cysteine 212 (Cys270 in mice) to induce its nuclear localization by antagonizing mTOR-mediated phosphorylation and cytosolic retention. Functionally, abrogation of itaconate synthesis by IRG1/Irg1 knockout or expression of an alkylation-deficient TFEB mutant impairs the antibacterial ability of macrophages in vitro. Furthermore, knockin mice harboring an alkylation-deficient TFEB mutant display elevated susceptibility to Salmonella typhimurium infection, whereas in vivo treatment of OI, a cell-permeable itaconate derivative, limits inflammation. Our study identifies itaconate as an endogenous metabolite that functions as a lysosomal inducer in macrophages in response to bacterial infection, implying the potential therapeutic utility of itaconate in treating human bacterial infection.
    



          Keywords:
        
      
      TFEB; alkylation; bacterial infection; innate immunity; itaconate; lysosomal biogenesis; macrophage.",{},{},{}
61,35668191,Mucin O-glycans are natural inhibitors of Candida albicans pathogenicity - PubMed,"Abstract
        
      


      
      Mucins are large gel-forming polymers inside the mucus barrier that inhibit the yeast-to-hyphal transition of Candida albicans, a key virulence trait of this important human fungal pathogen. However, the molecular motifs in mucins that inhibit filamentation remain unclear despite their potential for therapeutic interventions. Here, we determined that mucins display an abundance of virulence-attenuating molecules in the form of mucin O-glycans. We isolated and cataloged >100 mucin O-glycans from three major mucosal surfaces and established that they suppress filamentation and related phenotypes relevant to infection, including surface adhesion, biofilm formation and cross-kingdom competition between C. albicans and the bacterium Pseudomonas aeruginosa. Using synthetic O-glycans, we identified three structures (core 1, core 1 + fucose and core 2 + galactose) that are sufficient to inhibit filamentation with potency comparable to the complex O-glycan pool. Overall, this work identifies mucin O-glycans as host molecules with untapped therapeutic potential to manage fungal pathogens.",{},{},{}
62,35652133,Re-emerging human monkeypox: a major public-health debacle - PubMed,"Abstract
        
      


      
      A multi-country outbreak of the monkeypox virus has gained global attention. As of 25 May, 250 confirmed human monkeypox cases have been reported globally. Monkeypox is caused by the Monkeypox virus, which belongs to the Orthopoxvirus genus and Poxviridae family. Monkeypox is often a self-limiting infection, with symptoms lasting 2 to 4 weeks with the case fatality ratio around 3-6%. Monkeypox is transmitted to humans by direct contact with an infected person or animal or contact with virus-contaminated material. Human monkeypox infections may lead to various medical complications such as fever, rash, and lymphadenopathies. Pneumonitis, encephalitis, sight-threatening keratitis, and subsequent bacterial infections are all possible complications of monkeypox. An antiviral agent developed to treat smallpox has also been approved for use in the treatment of monkeypox in the USA. Vaccines used in the smallpox eradication program also provided immunity to monkeypox. Newer vaccines have been developed, one of which has been approved for monkeypox prevention. In this article, we provide information about the recent outbreaks of human monkeypox, epidemiology, transmission pattern, possible diagnosis techniques, therapeutics, and available preventive strategies. This article is protected by copyright. All rights reserved.
    



          Keywords:
        
      
      Diagnosis; Human; Monkeypox; Reemergence; Treatment.",{},{},{}
63,35653470,"High-throughput, single-microbe genomics with strain resolution, applied to a human gut microbiome - PubMed","Abstract
        
      


      
      Characterizing complex microbial communities with single-cell resolution has been a long-standing goal of microbiology. We present Microbe-seq, a high-throughput method that yields the genomes of individual microbes from complex microbial communities. We encapsulate individual microbes in droplets with microfluidics and liberate their DNA, which we then amplify, tag with droplet-specific barcodes, and sequence. We explore the human gut microbiome, sequencing more than 20,000 microbial single-amplified genomes (SAGs) from a single human donor and coassembling genomes of almost 100 bacterial species, including several with multiple subspecies strains. We use these genomes to probe microbial interactions, reconstructing the horizontal gene transfer (HGT) network and observing HGT between 92 species pairs; we also identify a significant in vivo host-phage association between crAssphage and one strain of Bacteroides vulgatus. Microbe-seq contributes high-throughput culture-free capabilities to investigate genomic blueprints of complex microbial communities with single-microbe resolution.",{},"{'Bacteria* / genetics': True, 'Bacteriophages / genetics': True, 'Bacteroides / genetics': True, 'Bacteroides / virology': True, 'DNA, Bacterial / genetics': True, 'Gastrointestinal Microbiome* / genetics': True, 'Gene Transfer, Horizontal': True, 'Genome, Bacterial': True, 'Genomics / methods': True, 'High-Throughput Nucleotide Sequencing': True, 'Humans': True, 'Microbial Interactions*': True, 'Single-Cell Analysis / methods': True}","{'DNA, Bacterial': True}"
64,34106455,Dostarlimab: First Approval - PubMed,"Abstract
        
      


      
      Dostarlimab (Jemperli™; GlaxoSmithKline) is a humanized monoclonal antibody programmed death-1 (PD-1) receptor antagonist being developed for the treatment of various cancers. Based on preliminary results from the GARNET trial dostarlimab has recently been approved in the EU and USA for the treatment of adult patients with mismatch repair deficient recurrent or advanced endometrial cancer. This article summarizes the milestones in the development of dostarlimab leading to these first approvals.",{'Review': True},"{'Antibodies, Monoclonal, Humanized / adverse effects': True, 'Antibodies, Monoclonal, Humanized / pharmacology': True, 'Antibodies, Monoclonal, Humanized / therapeutic use*': True, 'Antineoplastic Agents, Immunological / adverse effects': True, 'Antineoplastic Agents, Immunological / pharmacology': True, 'Antineoplastic Agents, Immunological / therapeutic use*': True, 'Clinical Trials as Topic': True, 'Drug Approval': True, 'Endometrial Neoplasms / drug therapy*': True, 'Europe': True, 'Female': True, 'Humans': True, 'Neoplasms / drug therapy': True, 'Programmed Cell Death 1 Receptor / antagonists & inhibitors*': True, 'United States': True, 'United States Food and Drug Administration': True}","{'Antibodies, Monoclonal, Humanized': True, 'Antineoplastic Agents, Immunological': True, 'Programmed Cell Death 1 Receptor': True, 'dostarlimab': True}"
65,35666874,Signatures of glial activity can be detected in the CSF proteome - PubMed,"Abstract
        
      


      
      SignificanceSingle-cell transcriptomics has revealed specific glial activation states associated with the pathogenesis of neurodegenerative diseases, such as Alzheimer's and Parkinson's disease (AD and PD). What is still needed are clinically relevant biomarkers for deciphering such glial states in AD and PD patients. To this end, we applied proteome analysis in cerebrospinal fluid (CSF) of mouse models of AD and PD pathology. This allowed us to identify a panel of glial CSF proteins that largely match the transcriptomic changes. The identified proteins can also be quantified in human CSF and show changes in AD patients, supporting their relevance as biomarker candidates to stage glial activation in patients with neurodegenerative diseases.
    



          Keywords:
        
      
      Alzheimer’s disease; CSF biomarkers; Parkinson’s disease; glial activation; mass spectrometry.",{},"{'Alzheimer Disease* / cerebrospinal fluid': True, 'Animals': True, 'Biomarkers / cerebrospinal fluid': True, 'Humans': True, 'Mice': True, 'Parkinson Disease* / cerebrospinal fluid': True, 'Proteome / metabolism': True, 'tau Proteins': True}","{'Biomarkers': True, 'Proteome': True, 'tau Proteins': True}"
66,35668527,CircVAPA promotes small cell lung cancer progression by modulating the miR-377-3p and miR-494-3p/IGF1R/AKT axis - PubMed,"Abstract
        
      



          Background:
        
      
      Multiple lines of evidence have demonstrated that circular RNAs (circRNAs) play oncogenic or tumor-suppressive roles in various human cancers. Nevertheless, the biological functions of circRNAs in small cell lung cancer (SCLC) are still elusive.
    


          Methods:
        
      
      CircVAPA (annotated as hsa_circ_0006990) was identified by mining the circRNA profiling dataset of six paired SCLC tissues and the RNA-seq data of serum samples from 36 SCLC patients and 118 healthy controls. The circVAPA expression level was evaluated using quantitative real-time PCR in SCLC cells and tissues. Cell viability, colony formation, cell cycle and apoptosis analysis assays and in vivo tumorigenesis were used to reveal the biological roles of circVAPA. The underlying mechanism of circVAPA was investigated by Western blot, RNA pulldown, RNA immunoprecipitation, dual-luciferase reporter assay and rescue experiments.
    


          Results:
        
      
      We revealed that circVAPA, derived from exons 2-4 of the vesicle-associated membrane protein-associated protein A (VAPA) gene, exhibited higher expression levels in SCLC cell lines, clinical tissues, and serum from SCLC patients than the controls, and facilitated SCLC progression in vitro and in vivo. Mechanistically, circVAPA activated the phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT) signaling pathway by modulating the miR-377-3p and miR-494-3p/insulin-like growth factor 1 receptor (IGF1R) axis to accelerate SCLC progression. Furthermore, circVAPA depletion markedly enhanced the inhibitory effects of BMS-536924, an IGF1R kinase inhibitor in cellular and xenograft mouse models.
    


          Conclusions:
        
      
      CircVAPA promotes SCLC progression via the miR-377-3p and miR-494-3p/IGF1R/AKT axis. We hope to develop clinical protocols of combinations of circVAPA inhibition and BMS-536924 addition for treating SCLC with circVAPA upregulation.
    



          Keywords:
        
      
      AKT; BMS-536924; CircVAPA; IGF1R; Progression; SCLC; miR-377-3p; miR-494-3p.",{},"{'Animals': True, 'Cell Line, Tumor': True, 'Cell Proliferation / genetics': True, 'Humans': True, 'Lung Neoplasms* / genetics': True, 'Mice': True, 'MicroRNAs* / genetics': True, 'Phosphatidylinositol 3-Kinases / genetics': True, 'Phosphatidylinositol 3-Kinases / metabolism': True, 'Proto-Oncogene Proteins c-akt / metabolism': True, 'RNA, Circular / genetics': True, 'Receptor, IGF Type 1 / genetics': True, 'Small Cell Lung Carcinoma* / genetics': True}","{'IGF1R protein, human': True, 'MIRN377 microRNA, human': True, 'MIRN494 microRNA, human': True, 'MicroRNAs': True, 'RNA, Circular': True, 'Receptor, IGF Type 1': True, 'Proto-Oncogene Proteins c-akt': True}"
67,35668119,Omicron-specific mRNA vaccination alone and as a heterologous booster against SARS-CoV-2 - PubMed,"Abstract
        
      


      
      The Omicron variant of SARS-CoV-2 recently swept the globe and showed high level of immune evasion. Here, we generate an Omicron-specific lipid nanoparticle (LNP) mRNA vaccine candidate, and test its activity in animals, both alone and as a heterologous booster to WT mRNA vaccine. Our Omicron-specific LNP-mRNA vaccine elicits strong antibody response in vaccination-naïve mice. Mice that received two-dose WT LNP-mRNA show a > 40-fold reduction in neutralization potency against Omicron than WT two weeks post boost, which further reduce to background level after 3 months. The WT or Omicron LNP-mRNA booster increases the waning antibody response of WT LNP-mRNA vaccinated mice against Omicron by 40 fold at two weeks post injection. Interestingly, the heterologous Omicron booster elicits neutralizing titers 10-20 fold higher than the homologous WT booster against Omicron variant, with comparable titers against Delta variant. All three types of vaccination, including Omicron alone, WT booster and Omicron booster, elicit broad binding antibody responses against SARS-CoV-2 WA-1, Beta, Delta variants and SARS-CoV. These data provide direct assessments of an Omicron-specific mRNA vaccination in vivo, both alone and as a heterologous booster to WT mRNA vaccine.",{},"{'Animals': True, 'Antibodies, Neutralizing': True, 'Antibodies, Viral': True, 'COVID-19 Vaccines': True, 'COVID-19* / prevention & control': True, 'Liposomes': True, 'Mice': True, 'Nanoparticles': True, 'RNA, Messenger / genetics': True, 'SARS-CoV-2* / genetics': True, 'Vaccination': True, 'Vaccines, Synthetic': True, 'mRNA Vaccines': True}","{'Antibodies, Neutralizing': True, 'Antibodies, Viral': True, 'COVID-19 Vaccines': True, 'Lipid Nanoparticles': True, 'Liposomes': True, 'RNA, Messenger': True, 'Vaccines, Synthetic': True, 'mRNA Vaccine': True, 'mRNA Vaccines': True}"
68,35655235,Acute cardiac side effects after COVID-19 mRNA vaccination: a case series - PubMed,"Abstract
        
      



          Background:
        
      
      Vaccination against SARS-CoV-2 has been the main tool to contain the pandemic. The rush development of the 3 vaccines and their expedited approval have led to inoculation of millions of patients around the world, leading to a containment of the disease. Despite continuous viral mutations and the identification of weaker variants, the severity of the infections has been mild, with many patients being either asymptomatic or recovering at home. Currently the focus has shifted from the host of organ damage related to the infection to potential side effects of the vaccine. Myocarditis has been reported as one of the potential side effects from the mRNA vaccine, affecting young healthy individuals. Up to September 30, 2021, 1.243 cases of myocarditis after vaccination with BNT162b2 Comirnaty© were registered in young adults by the Paul-Ehrlich-Institute in Germany alone. The exact pathophysiology and the risk factors for myocarditis following vaccination remain unclear. We present a case series of eight patients with cardiac symptom shortly after SARS-CoV-2 mRNA vaccination (BNT162b6, Biontech, Comirnaty© or mRNA-1237 Moderna, Spikevax©).
    


          Patients and methods:
        
      
      Eight patients between 13 and 56 years of age, vaccinated with either BNT162b2 or mRNA-1273 mRNA vaccine between January and August 2021 developed cardiac side effects shortly after either their first or second dose of the vaccine. Clinical data were retrieved from the clinical information system and analyzed. To support diagnosis of myocarditis or pericarditis, cardiac magnetic resonance imaging (MRI) was performed shortly after the onset of symptoms, with further investigations in severe cases. Symptoms were defined as dyspnea, chest pain and cardiac arrhythmia as determined by electrocardiography.
    


          Results:
        
      
      Eight patients (5 males and 3 females) developed cardiac symptoms compatible with myocarditis, according to the CDC criteria, shortly after SARS-CoV-2 mRNA vaccination. Three patients (2 males, 1 female) required hospitalization due to severe chest pain and elevated troponin levels. All patients recovered fully within 7 days from the symptom onset.
    


          Conclusions:
        
      
      Our data suggest that cardiac adverse events such as myocarditis or pericarditis shortly after SARS-CoV-2 mRNA vaccination are rare but possible and occur particularly in male patients.
    



          Keywords:
        
      
      COVID-19; Inflammation; Myocarditis; mRNA vaccine.",{'Case Reports': True},"{'Adolescent': True, 'Adult': True, 'BNT162 Vaccine* / adverse effects': True, 'COVID-19* / prevention & control': True, 'Chest Pain': True, 'Female': True, 'Humans': True, 'Male': True, 'Middle Aged': True, 'Myocarditis* / chemically induced': True, 'Pericarditis / chemically induced': True, 'SARS-CoV-2 / genetics': True, 'Vaccination* / adverse effects': True, 'Vaccines, Synthetic / adverse effects': True, 'Young Adult': True, 'mRNA Vaccines* / adverse effects': True}","{'Vaccines, Synthetic': True, 'mRNA Vaccines': True, 'BNT162 Vaccine': True}"
69,35666982,High Levels of Circulating Tumor Plasma Cells as a Key Hallmark of Aggressive Disease in Transplant-Eligible Patients With Newly Diagnosed Multiple Myeloma - PubMed,"Abstract
        
      



          Purpose:
        
      
      High levels of circulating tumor plasma cells (CTC-high) in patients with multiple myeloma are a marker of aggressive disease. We aimed to confirm the prognostic impact and identify a possible cutoff value of CTC-high for the prediction of progression-free survival (PFS) and overall survival (OS), in the context of concomitant risk features and minimal residual disease (MRD) achievement.
    


          Methods:
        
      
      CTC were analyzed at diagnosis with two-tube single-platform flow cytometry (sensitivity 4 × 10-5) in patients enrolled in the multicenter randomized FORTE clinical trial (ClinicalTrials.gov identifier: NCT02203643). MRD was assessed by second-generation multiparameter flow cytometry (sensitivity 10-5). We tested different cutoff values in series of multivariate (MV) Cox proportional hazards regression analyses on PFS outcome and selected the value that maximized the Harrell's C-statistic. We analyzed the impact of CTC on PFS and OS in a MV analysis including baseline features and MRD negativity.
    


          Results:
        
      
      CTC analysis was performed in 401 patients; the median follow-up was 50 months (interquartile range, 45-54 months). There was a modest correlation between the percentage of CTC and bone marrow plasma cells (r = 0.38). We identified an optimal CTC cutoff of 0.07% (approximately 5 cells/µL, C-index 0.64). In MV analysis, CTC-high versus CTC-low patients had significantly shorter PFS (hazard ratio, 2.61; 95% CI, 1.49 to 2.97, P < .001; 4-year PFS 38% v 69%) and OS (hazard ratio, 2.61; 95% CI, 1.49 to 4.56; P < .001; 4-year OS 68% v 92%). The CTC levels, but not the bone marrow plasma cell levels, affected the outcome. The only factor that reduced the negative impact of CTC-high was the achievement of MRD negativity (interaction P = .039).
    


          Conclusion:
        
      
      In multiple myeloma, increasing levels of CTC above an optimal cutoff represent an easy-to-assess, robust, and independent high-risk factor. The achievement of MRD negativity is the most important factor that modulates their negative prognostic impact.",{},{},{}
70,34551612,Xanthohumol alleviates T2DM-induced liver steatosis and fibrosis by mediating the NRF2/RAGE/NF-κB signaling pathway - PubMed,"Abstract
        
      


      
      Hyperglycemia-associated advanced glycation end products (AGEs) and the receptor for AGE (RAGE) contribute to nonalcoholic fatty liver disease (NAFLD). Xanthohumol (XH) exhibits protective activities against liver diseases. Aim: To investigate the effects of XH on Type II diabetes mellitus (T2DM)-induced liver steatosis and fibrosis. Methods: NAFLD rat models were duplicated. Biomolecular markers were detected. Quantitative real-time PCR (RT-PCR) and western blot were used to detect mRNA and protein expression. Immunofluorescence assays were employed to identify the subcellular locations. Results: XH significantly ameliorated hyperglycemia and hyperlipidemia in rats. XH attenuated the expression of RAGE and NF-κB signaling. XH significantly alleviated inflammation and oxidation by upregulating NRF2 expression. Knockdown of NRF2 blocked XH protection in hepatocytes. Conclusion: XH protected against T2DM-induced liver steatosis and fibrosis by mediating NRF2/AGE/RAGE/NF-κB signaling.
    



          Keywords:
        
      
      RAGE; advanced glycation end products; inflammatory responses; nonalcoholic fatty liver disease; oxidative stress; xanthohumol.","{""Research Support, Non-U.S. Gov't"": True}","{'Animals': True, 'Diabetes Mellitus, Experimental / chemically induced': True, 'Diabetes Mellitus, Experimental / drug therapy*': True, 'Diabetes Mellitus, Experimental / metabolism': True, 'Diabetes Mellitus, Type 2 / chemically induced': True, 'Diabetes Mellitus, Type 2 / drug therapy*': True, 'Diabetes Mellitus, Type 2 / metabolism': True, 'Fatty Liver / chemically induced': True, 'Fatty Liver / drug therapy*': True, 'Fatty Liver / metabolism': True, 'Fibrosis / chemically induced': True, 'Fibrosis / drug therapy*': True, 'Fibrosis / metabolism': True, 'Flavonoids / administration & dosage': True, 'Flavonoids / pharmacology*': True, 'Hypoglycemic Agents / administration & dosage': True, 'Hypoglycemic Agents / pharmacology*': True, 'Injections, Intraperitoneal': True, 'Male': True, 'NF-E2-Related Factor 2 / antagonists & inhibitors': True, 'NF-E2-Related Factor 2 / metabolism': True, 'NF-kappa B / antagonists & inhibitors': True, 'NF-kappa B / metabolism': True, 'Propiophenones / administration & dosage': True, 'Propiophenones / pharmacology*': True, 'Rats': True, 'Rats, Sprague-Dawley': True, 'Receptor for Advanced Glycation End Products / antagonists & inhibitors': True, 'Receptor for Advanced Glycation End Products / metabolism': True, 'Signal Transduction / drug effects': True, 'Streptozocin': True}","{'Ager protein, rat': True, 'Flavonoids': True, 'Hypoglycemic Agents': True, 'NF-E2-Related Factor 2': True, 'NF-kappa B': True, 'Nfe2l2 protein, rat': True, 'Propiophenones': True, 'Receptor for Advanced Glycation End Products': True, 'Streptozocin': True, 'xanthohumol': True}"
71,35662283,Sotigalimab and/or nivolumab with chemotherapy in first-line metastatic pancreatic cancer: clinical and immunologic analyses from the randomized phase 2 PRINCE trial - PubMed,"Abstract
        
      


      
      Chemotherapy combined with immunotherapy has improved the treatment of certain solid tumors, but effective regimens remain elusive for pancreatic ductal adenocarcinoma (PDAC). We conducted a randomized phase 2 trial evaluating the efficacy of nivolumab (nivo; anti-PD-1) and/or sotigalimab (sotiga; CD40 agonistic antibody) with gemcitabine/nab-paclitaxel (chemotherapy) in patients with first-line metastatic PDAC ( NCT03214250 ). In 105 patients analyzed for efficacy, the primary endpoint of 1-year overall survival (OS) was met for nivo/chemo (57.7%, P = 0.006 compared to historical 1-year OS of 35%, n = 34) but was not met for sotiga/chemo (48.1%, P = 0.062, n = 36) or sotiga/nivo/chemo (41.3%, P = 0.223, n = 35). Secondary endpoints were progression-free survival, objective response rate, disease control rate, duration of response and safety. Treatment-related adverse event rates were similar across arms. Multi-omic circulating and tumor biomarker analyses identified distinct immune signatures associated with survival for nivo/chemo and sotiga/chemo. Survival after nivo/chemo correlated with a less suppressive tumor microenvironment and higher numbers of activated, antigen-experienced circulating T cells at baseline. Survival after sotiga/chemo correlated with greater intratumoral CD4 T cell infiltration and circulating differentiated CD4 T cells and antigen-presenting cells. A patient subset benefitting from sotiga/nivo/chemo was not identified. Collectively, these analyses suggest potential treatment-specific correlates of efficacy and may enable biomarker-selected patient populations in subsequent PDAC chemoimmunotherapy trials.",{},{},{}
72,35668064,STAT6 inhibits ferroptosis and alleviates acute lung injury via regulating P53/SLC7A11 pathway - PubMed,"Abstract
        
      


      
      Compelling evidences have revealed the emerging role of ferroptosis in the pathophysiological process of acute lung injury (ALI), but its modulation is not clear. Here, we identified that STAT6 acted as a critical regulator of epithelium ferroptosis during ALI. Firstly, STAT6 expression and activity were increased in the ALI mice models caused by crystalline silica (CS), LPS and X-ray exposure. Followed by confirming the contribution of ferroptosis in the above ALI with ferrostatin-1 and deferoxamine intervention, bioinformatic analyses revealed that STAT6 expression was negatively correlated with ferroptosis. Consistently, lung epithelium-specific depletion of STAT6 in mice or STAT6 knockdown in cultured epithelial cells exacerbated ferroptosis in the above ALI. While overexpression of STAT6 in lung epithelial cells attenuated the ferroptosis. Mechanistically, SLC7A11 is a typical ferroptosis-related gene and negatively regulated by P53. CREB-binding protein (CBP) is a critical acetyltransferase of P53 acetylation, showing valuable regulation on targets' transcription. Herein, we found that STAT6 negatively regulates ferroptosis through competitively binding with CBP, which inhibits P53 acetylation and transcriptionally restores SLC7A11 expression. Finally, pulmonary-specific STAT6 overexpression decreased the ferroptosis and attenuated CS and LPS induced lung injury. Our findings revealed that STAT6 is a pivotal regulator of ferroptosis, which may be a potential therapeutic target for the treatment of acute lung injury.",{},"{'Acute Lung Injury* / chemically induced': True, 'Acute Lung Injury* / genetics': True, 'Animals': True, 'Ferroptosis*': True, 'Lipopolysaccharides / pharmacology': True, 'Mice': True, 'Mice, Inbred C57BL': True, 'NF-E2-Related Factor 2 / metabolism': True, 'STAT6 Transcription Factor / genetics': True, 'STAT6 Transcription Factor / metabolism': True, 'Tumor Suppressor Protein p53 / genetics': True}","{'Lipopolysaccharides': True, 'NF-E2-Related Factor 2': True, 'STAT6 Transcription Factor': True, 'Stat6 protein, mouse': True, 'Tumor Suppressor Protein p53': True}"
